n_app_active_daily,1st_app_dly,2nd_app_dly,3rd_app_dly,2days_most_used,3days_most_used,7days_most_used,10days_most_used,n_app_active_daily_2days_mean,n_app_active_daily_2days_var,n_app_active_daily_2days_max,n_app_active_daily_2days_count,n_app_active_daily_7days_mean,n_app_active_daily_7days_var,n_app_active_daily_7days_max,n_app_active_daily_7days_count,n_app_active_daily_10days_mean,n_app_active_daily_10days_var,n_app_active_daily_10days_max,n_app_active_daily_10days_count,n_app_active_daily_day_mean,n_app_active_daily_day_max,n_app_active_daily_day_count,n_app_active_daily_3days_mean,n_app_active_daily_3days_var,n_app_active_daily_3days_max,n_app_active_daily_3days_count,n_app_installed_daily,n_app_installed_daily_2days_mean,n_app_installed_daily_2days_var,n_app_installed_daily_2days_max,n_app_installed_daily_2days_count,n_app_installed_daily_7days_mean,n_app_installed_daily_7days_var,n_app_installed_daily_7days_max,n_app_installed_daily_7days_count,n_app_installed_daily_10days_mean,n_app_installed_daily_10days_var,n_app_installed_daily_10days_max,n_app_installed_daily_10days_count,n_app_installed_daily_day_mean,n_app_installed_daily_day_max,n_app_installed_daily_day_count,n_app_installed_daily_3days_mean,n_app_installed_daily_3days_var,n_app_installed_daily_3days_max,n_app_installed_daily_3days_count,2days_most_used_installed,3days_most_used_installed,7days_most_used_installed,10days_most_used_installed,1st_cat_dly_installed,2nd_cat_dly_installed,3rd_cat_dly_installed,2days_most_used_active,3days_most_used_active,7days_most_used_active,10days_most_used_active,1st_cat_dly_active,2nd_cat_dly_active,3rd_cat_dly_active,phone_brand,price_eur,screen_size,ram_gb,release_month,release_year,camera,daily_distance_1day_mean,daily_distance_1day_var,daily_distance_1day_max,daily_distance_1day_count,daily_distance_2days_mean,daily_distance_2days_var,daily_distance_2days_max,daily_distance_2days_count,daily_distance_7days_mean,daily_distance_7days_var,daily_distance_7days_max,daily_distance_7days_count,daily_distance_10days_mean,daily_distance_10days_var,daily_distance_10days_max,daily_distance_10days_count,daily_distance_3days_mean,daily_distance_3days_var,daily_distance_3days_max,daily_distance_3days_count,labels
16.0,8181328082200809725,3717049149426646122,6956699582426139508,8181328082200809725,6956699582426139508,6956699582426139508,6956699582426139508,25.5,180.5,35.0,2.0,38.5714285714,635.619047619,93.0,7.0,38.5714285714,635.619047619,93.0,7.0,16.0,16.0,1.0,38.5714285714,635.619047619,93.0,7.0,37.0,39.0,8.0,41.0,2.0,40.0,17.3333333333,48.0,7.0,40.0,17.3333333333,48.0,7.0,37.0,37.0,1.0,40.0,17.3333333333,48.0,7.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
16.0,-7127164818073577920,1346581380304309068,5927333115845830913,-7127164818073577920,-7127164818073577920,-7127164818073577920,-7127164818073577920,16.0,-1.0,16.0,1.0,16.0,-1.0,16.0,1.0,16.0,-1.0,16.0,1.0,16.0,16.0,1.0,16.0,-1.0,16.0,1.0,61.0,61.0,-1.0,61.0,1.0,61.0,-1.0,61.0,1.0,61.0,-1.0,61.0,1.0,61.0,61.0,1.0,61.0,-1.0,61.0,1.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,548.0,548.0,548.0,548.0,548.0,549.0,704.0,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
2.0,-538061441862183033,-4005790769064092244,-1,-538061441862183033,-538061441862183033,-538061441862183033,-538061441862183033,5.0,18.0,8.0,2.0,5.0,18.0,8.0,2.0,5.0,18.0,8.0,2.0,2.0,2.0,1.0,5.0,18.0,8.0,2.0,45.0,45.5,0.5,46.0,2.0,45.5,0.5,46.0,2.0,45.5,0.5,46.0,2.0,45.0,45.0,1.0,45.5,0.5,46.0,2.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,302.0,302.0,302.0,302.0,168.0,302.0,303.0,0,230.0,5.0,3.0,8.0,2014.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
46.0,-3955212733485100109,628020936226491308,8948670408023620661,-3955212733485100109,0,0,0,29.5,544.5,46.0,2.0,13.2857142857,287.571428571,46.0,7.0,13.2857142857,287.571428571,46.0,7.0,46.0,46.0,1.0,13.2857142857,287.571428571,46.0,7.0,41.0,40.5,0.5,41.0,2.0,22.1428571429,431.476190476,41.0,7.0,22.1428571429,431.476190476,41.0,7.0,41.0,41.0,1.0,22.1428571429,431.476190476,41.0,7.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,1,290.0,5.0,3.0,8.0,2014.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
6.0,-538061441862183033,5927333115845830913,8693964245073640147,-538061441862183033,-538061441862183033,-538061441862183033,-538061441862183033,15.5,180.5,25.0,2.0,23.6666666667,290.333333333,40.0,3.0,23.6666666667,290.333333333,40.0,3.0,6.0,6.0,1.0,23.6666666667,290.333333333,40.0,3.0,19.0,19.5,0.5,20.0,2.0,19.6666666667,0.333333333333,20.0,3.0,19.6666666667,0.333333333333,20.0,3.0,19.0,19.0,1.0,19.6666666667,0.333333333333,20.0,3.0,548.0,548.0,548.0,548.0,548.0,549.0,704.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,0,130.0,4.7,1.0,4.0,2015.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
1.0,7928023034387058689,-1,-1,7928023034387058689,7928023034387058689,3433289601737013244,3433289601737013244,1.0,0.0,1.0,2.0,6.33333333333,51.4666666667,20.0,6.0,6.33333333333,51.4666666667,20.0,6.0,1.0,1.0,1.0,6.33333333333,51.4666666667,20.0,6.0,81.0,81.0,0.0,81.0,2.0,67.8333333333,1040.16666667,81.0,6.0,67.8333333333,1040.16666667,81.0,6.0,81.0,81.0,1.0,67.8333333333,1040.16666667,81.0,6.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,260.0,548.0,548.0,548.0,260.0,263.0,-1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
252.0,-538061441862183033,-7030499191867958285,5927333115845830913,-538061441862183033,-538061441862183033,-538061441862183033,-538061441862183033,229.0,1058.0,252.0,2.0,229.0,1058.0,252.0,2.0,229.0,1058.0,252.0,2.0,252.0,252.0,1.0,229.0,1058.0,252.0,2.0,16.0,16.0,0.0,16.0,2.0,16.0,0.0,16.0,2.0,16.0,0.0,16.0,2.0,16.0,16.0,1.0,16.0,0.0,16.0,2.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,0,120.0,5.5,2.0,3.0,2014.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
2.0,3433289601737013244,7348340405200054701,-1,3433289601737013244,3433289601737013244,3433289601737013244,3433289601737013244,2.0,0.0,2.0,2.0,4.0,5.33333333333,8.0,7.0,4.0,5.33333333333,8.0,7.0,2.0,2.0,1.0,4.0,5.33333333333,8.0,7.0,47.0,47.0,0.0,47.0,2.0,40.5714285714,289.285714286,47.0,7.0,40.5714285714,289.285714286,47.0,7.0,47.0,47.0,1.0,40.5714285714,289.285714286,47.0,7.0,548.0,548.0,548.0,548.0,548.0,405.0,730.0,548.0,548.0,548.0,548.0,548.0,549.0,186.0,1,300.0,5.2,3.0,4.0,2015.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
67.0,-3377762563562413489,6507914788758818830,-5472633337921616096,-3377762563562413489,-3377762563562413489,-3377762563562413489,-3377762563562413489,98.0,1922.0,129.0,2.0,127.285714286,2496.57142857,224.0,7.0,127.285714286,2496.57142857,224.0,7.0,67.0,67.0,1.0,127.285714286,2496.57142857,224.0,7.0,59.0,59.0,0.0,59.0,2.0,58.8571428571,0.47619047619,60.0,7.0,58.8571428571,0.47619047619,60.0,7.0,59.0,59.0,1.0,58.8571428571,0.47619047619,60.0,7.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,2,340.0,5.36,2.0,9.0,2014.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
6.0,3433289601737013244,-8506134008515666617,-1,3433289601737013244,0,0,0,3.0,18.0,6.0,2.0,1.6,6.8,6.0,5.0,1.6,6.8,6.0,5.0,6.0,6.0,1.0,1.6,6.8,6.0,5.0,67.0,33.5,2244.5,67.0,2.0,26.6,1326.8,67.0,5.0,26.6,1326.8,67.0,5.0,67.0,67.0,1.0,26.6,1326.8,67.0,5.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,252.0,252.0,548.0,548.0,252.0,548.0,549.0,1,300.0,5.5,2.0,1.0,2016.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
6.0,3433289601737013244,6965654211116534216,-1,3433289601737013244,3433289601737013244,3433289601737013244,3433289601737013244,10.0,32.0,14.0,2.0,11.1428571429,10.4761904762,14.0,7.0,11.1428571429,10.4761904762,14.0,7.0,6.0,6.0,1.0,11.1428571429,10.4761904762,14.0,7.0,18.0,18.0,0.0,18.0,2.0,18.0,0.666666666667,19.0,7.0,18.0,0.666666666667,19.0,7.0,18.0,18.0,1.0,18.0,0.666666666667,19.0,7.0,548.0,548.0,548.0,548.0,548.0,405.0,730.0,548.0,548.0,548.0,548.0,548.0,960.0,263.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
14.0,7167114343576723123,-3130816760729488660,-1,7167114343576723123,7167114343576723123,7167114343576723123,7167114343576723123,18.0,32.0,22.0,2.0,13.1428571429,102.476190476,30.0,7.0,13.1428571429,102.476190476,30.0,7.0,14.0,14.0,1.0,13.1428571429,102.476190476,30.0,7.0,51.0,50.5,0.5,51.0,2.0,53.4285714286,11.2857142857,57.0,7.0,53.4285714286,11.2857142857,57.0,7.0,51.0,51.0,1.0,53.4285714286,11.2857142857,57.0,7.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,704.0,704.0,704.0,704.0,704.0,548.0,549.0,39,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
108.0,-538061441862183033,-2320783822570582843,-1017284415487495928,-538061441862183033,-538061441862183033,-538061441862183033,-538061441862183033,77.0,1922.0,108.0,2.0,49.1428571429,1374.47619048,108.0,7.0,49.1428571429,1374.47619048,108.0,7.0,108.0,108.0,1.0,49.1428571429,1374.47619048,108.0,7.0,83.0,81.5,4.5,83.0,2.0,79.2857142857,8.57142857143,83.0,7.0,79.2857142857,8.57142857143,83.0,7.0,83.0,83.0,1.0,79.2857142857,8.57142857143,83.0,7.0,548.0,548.0,548.0,548.0,548.0,549.0,704.0,548.0,548.0,548.0,548.0,548.0,549.0,704.0,0,130.0,4.7,1.0,4.0,2015.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
20.0,3433289601737013244,-5472633337921616096,1081301425634924658,3433289601737013244,3433289601737013244,3433289601737013244,3433289601737013244,11.0,162.0,20.0,2.0,15.1428571429,77.1428571429,26.0,7.0,15.1428571429,77.1428571429,26.0,7.0,20.0,20.0,1.0,15.1428571429,77.1428571429,26.0,7.0,24.0,24.0,0.0,24.0,2.0,24.0,0.0,24.0,7.0,24.0,0.0,24.0,7.0,24.0,24.0,1.0,24.0,0.0,24.0,7.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,548.0,548.0,548.0,548.0,548.0,549.0,704.0,1,250.0,5.0,2.0,5.0,2014.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
7.0,-538061441862183033,7014655825255656561,1665047061121005617,-538061441862183033,-538061441862183033,-538061441862183033,-538061441862183033,7.0,-1.0,7.0,1.0,7.0,-1.0,7.0,1.0,7.0,-1.0,7.0,1.0,7.0,7.0,1.0,7.0,-1.0,7.0,1.0,16.0,16.0,-1.0,16.0,1.0,16.0,-1.0,16.0,1.0,16.0,-1.0,16.0,1.0,16.0,16.0,1.0,16.0,-1.0,16.0,1.0,548.0,548.0,548.0,548.0,548.0,549.0,302.0,548.0,548.0,548.0,548.0,548.0,549.0,263.0,0,350.0,4.5,1.0,1.0,2013.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
2.0,-538061441862183033,-2476352224750295436,-1,-538061441862183033,-538061441862183033,-538061441862183033,-538061441862183033,2.0,0.0,2.0,2.0,1.2,1.2,2.0,5.0,1.2,1.2,2.0,5.0,2.0,2.0,1.0,1.2,1.2,2.0,5.0,74.0,74.0,0.0,74.0,2.0,44.2,1628.2,74.0,5.0,44.2,1628.2,74.0,5.0,74.0,74.0,1.0,44.2,1628.2,74.0,5.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,302.0,302.0,302.0,302.0,266.0,302.0,704.0,0,380.0,5.7,4.0,5.0,2015.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
6.0,-3377762563562413489,-6159006306231678365,-4119123268883159259,-3377762563562413489,-3377762563562413489,-3377762563562413489,-3377762563562413489,12.0,72.0,18.0,2.0,10.8571428571,33.1428571429,20.0,7.0,10.8571428571,33.1428571429,20.0,7.0,6.0,6.0,1.0,10.8571428571,33.1428571429,20.0,7.0,34.0,34.0,0.0,34.0,2.0,34.0,0.333333333333,35.0,7.0,34.0,0.333333333333,35.0,7.0,34.0,34.0,1.0,34.0,0.333333333333,35.0,7.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,302.0,302.0,302.0,302.0,704.0,548.0,549.0,2,200.0,5.5,3.0,6.0,2015.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
7.0,-538061441862183033,1665047061121005617,-7400260282275539404,-538061441862183033,-538061441862183033,-538061441862183033,-538061441862183033,6.0,2.0,7.0,2.0,12.7142857143,49.2380952381,25.0,7.0,12.7142857143,49.2380952381,25.0,7.0,7.0,7.0,1.0,12.7142857143,49.2380952381,25.0,7.0,44.0,44.0,0.0,44.0,2.0,44.8571428571,1.14285714286,46.0,7.0,44.8571428571,1.14285714286,46.0,7.0,44.0,44.0,1.0,44.8571428571,1.14285714286,46.0,7.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,548.0,548.0,548.0,548.0,548.0,549.0,302.0,0,230.0,5.0,3.0,8.0,2014.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
3.0,-6793861127573349654,1081301425634924658,-1,-6793861127573349654,-6793861127573349654,-6793861127573349654,-6793861127573349654,3.0,-1.0,3.0,1.0,3.0,-1.0,3.0,1.0,3.0,-1.0,3.0,1.0,3.0,3.0,1.0,3.0,-1.0,3.0,1.0,52.0,52.0,-1.0,52.0,1.0,52.0,-1.0,52.0,1.0,52.0,-1.0,52.0,1.0,52.0,52.0,1.0,52.0,-1.0,52.0,1.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,548.0,548.0,548.0,548.0,548.0,549.0,704.0,19,200.0,5.5,3.0,3.0,2015.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
10.0,-1633872773638243846,-915317915806284198,-3425831168385824047,-1633872773638243846,-1633872773638243846,-1633872773638243846,-1633872773638243846,10.0,-1.0,10.0,1.0,10.0,-1.0,10.0,1.0,10.0,-1.0,10.0,1.0,10.0,10.0,1.0,10.0,-1.0,10.0,1.0,10.0,10.0,-1.0,10.0,1.0,10.0,-1.0,10.0,1.0,10.0,-1.0,10.0,1.0,10.0,10.0,1.0,10.0,-1.0,10.0,1.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,256.0,256.0,256.0,256.0,256.0,405.0,548.0,5,250.0,5.5,1.5,3.0,2014.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
15.0,1842822681296978699,8181328082200809725,3911109227658522154,1842822681296978699,1842822681296978699,1842822681296978699,1842822681296978699,15.0,-1.0,15.0,1.0,15.0,-1.0,15.0,1.0,15.0,-1.0,15.0,1.0,15.0,15.0,1.0,15.0,-1.0,15.0,1.0,10.0,10.0,-1.0,10.0,1.0,10.0,-1.0,10.0,1.0,10.0,-1.0,10.0,1.0,10.0,10.0,1.0,10.0,-1.0,10.0,1.0,548.0,548.0,548.0,548.0,548.0,549.0,704.0,548.0,548.0,548.0,548.0,548.0,549.0,704.0,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
11.0,-451422363136732768,-3875379006608579824,-653184324990445901,0,0,0,0,5.5,60.5,11.0,2.0,3.33333333333,27.0666666667,11.0,6.0,3.33333333333,27.0666666667,11.0,6.0,11.0,11.0,1.0,3.33333333333,27.0666666667,11.0,6.0,24.0,12.0,288.0,24.0,2.0,8.0,153.6,24.0,6.0,8.0,153.6,24.0,6.0,24.0,24.0,1.0,8.0,153.6,24.0,6.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,548.0,548.0,548.0,548.0,548.0,549.0,704.0,2,130.0,5.5,2.0,1.0,2015.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
21.0,-538061441862183033,7460082553072507347,-7541615299667433686,-538061441862183033,-538061441862183033,-538061441862183033,-538061441862183033,21.0,-1.0,21.0,1.0,21.0,-1.0,21.0,1.0,21.0,-1.0,21.0,1.0,21.0,21.0,1.0,21.0,-1.0,21.0,1.0,54.0,54.0,-1.0,54.0,1.0,54.0,-1.0,54.0,1.0,54.0,-1.0,54.0,1.0,54.0,54.0,1.0,54.0,-1.0,54.0,1.0,548.0,548.0,548.0,548.0,548.0,704.0,713.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,0,320.0,5.7,3.0,1.0,2015.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
3.0,-3377762563562413489,-8504475857937456387,-1,-3377762563562413489,-3377762563562413489,-3377762563562413489,-3377762563562413489,18.5,480.5,34.0,2.0,21.7142857143,179.571428571,38.0,7.0,21.7142857143,179.571428571,38.0,7.0,3.0,3.0,1.0,21.7142857143,179.571428571,38.0,7.0,51.0,51.0,0.0,51.0,2.0,50.4285714286,0.619047619048,51.0,7.0,50.4285714286,0.619047619048,51.0,7.0,51.0,51.0,1.0,50.4285714286,0.619047619048,51.0,7.0,548.0,548.0,548.0,548.0,548.0,549.0,704.0,177.0,177.0,177.0,177.0,302.0,303.0,177.0,2,340.0,5.36,2.0,9.0,2014.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
12.0,-7164737313972860089,8181328082200809725,954411143895094570,0,0,0,0,6.0,72.0,12.0,2.0,7.6,60.8,18.0,5.0,7.6,60.8,18.0,5.0,12.0,12.0,1.0,7.6,60.8,18.0,5.0,19.0,9.5,180.5,19.0,2.0,10.6,94.3,19.0,5.0,10.6,94.3,19.0,5.0,19.0,19.0,1.0,10.6,94.3,19.0,5.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,548.0,548.0,548.0,548.0,548.0,704.0,179.0,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
26.0,2323816594546570360,5927333115845830913,8693964245073640147,2323816594546570360,4673805726198555014,0,0,27.0,2.0,28.0,2.0,13.8571428571,177.142857143,29.0,7.0,13.8571428571,177.142857143,29.0,7.0,26.0,26.0,1.0,13.8571428571,177.142857143,29.0,7.0,25.0,23.0,8.0,25.0,2.0,16.2857142857,131.904761905,27.0,7.0,16.2857142857,131.904761905,27.0,7.0,25.0,25.0,1.0,16.2857142857,131.904761905,27.0,7.0,548.0,548.0,548.0,548.0,548.0,704.0,405.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,0,130.0,4.7,2.0,1.0,2015.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
11.0,7014655825255656561,-5924787280098922359,5927333115845830913,7014655825255656561,7014655825255656561,7014655825255656561,7014655825255656561,11.0,-1.0,11.0,1.0,11.0,-1.0,11.0,1.0,11.0,-1.0,11.0,1.0,11.0,11.0,1.0,11.0,-1.0,11.0,1.0,29.0,29.0,-1.0,29.0,1.0,29.0,-1.0,29.0,1.0,29.0,-1.0,29.0,1.0,29.0,29.0,1.0,29.0,-1.0,29.0,1.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,7,270.0,5.0,2.0,1.0,2015.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
8.0,-3377762563562413489,-6799509164833422300,-1,-3377762563562413489,-3377762563562413489,-3377762563562413489,-3377762563562413489,8.5,0.5,9.0,2.0,9.28571428571,36.9047619048,22.0,7.0,9.28571428571,36.9047619048,22.0,7.0,8.0,8.0,1.0,9.28571428571,36.9047619048,22.0,7.0,71.0,71.0,0.0,71.0,2.0,71.0,0.0,71.0,7.0,71.0,0.0,71.0,7.0,71.0,71.0,1.0,71.0,0.0,71.0,7.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,302.0,302.0,302.0,302.0,302.0,303.0,783.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
20.0,4775896950989639373,8181328082200809725,1088227414300337900,7460082553072507347,7460082553072507347,7460082553072507347,7460082553072507347,23.5,24.5,27.0,2.0,23.5,24.5,27.0,2.0,23.5,24.5,27.0,2.0,20.0,20.0,1.0,23.5,24.5,27.0,2.0,120.0,112.5,112.5,120.0,2.0,112.5,112.5,120.0,2.0,112.5,112.5,120.0,2.0,120.0,120.0,1.0,112.5,112.5,120.0,2.0,548.0,548.0,548.0,548.0,548.0,405.0,730.0,548.0,548.0,548.0,548.0,548.0,405.0,549.0,10,430.0,6.0,4.0,5.0,2015.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
24.0,-538061441862183033,-8504475857937456387,-4085686983594738208,-538061441862183033,-538061441862183033,-538061441862183033,-538061441862183033,17.0,98.0,24.0,2.0,19.4285714286,47.619047619,26.0,7.0,19.4285714286,47.619047619,26.0,7.0,24.0,24.0,1.0,19.4285714286,47.619047619,26.0,7.0,69.0,69.0,0.0,69.0,2.0,69.8571428571,0.809523809524,71.0,7.0,69.8571428571,0.809523809524,71.0,7.0,69.0,69.0,1.0,69.8571428571,0.809523809524,71.0,7.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,177.0,177.0,177.0,177.0,177.0,302.0,303.0,0,230.0,5.0,3.0,8.0,2014.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
32.0,2577600876485430729,-2601063888892814087,2437683973119497887,2577600876485430729,2577600876485430729,2577600876485430729,2577600876485430729,32.0,-1.0,32.0,1.0,32.0,-1.0,32.0,1.0,32.0,-1.0,32.0,1.0,32.0,32.0,1.0,32.0,-1.0,32.0,1.0,30.0,30.0,-1.0,30.0,1.0,30.0,-1.0,30.0,1.0,30.0,-1.0,30.0,1.0,30.0,30.0,1.0,30.0,-1.0,30.0,1.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,548.0,548.0,548.0,548.0,548.0,704.0,549.0,6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
